OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00092315,S01007027,S02001325
S00092316,S01007116,S02001340
S00092317,S01007116,S02001340
S00092318,S01007120,S02001341
S00092319,S01007117,S02001340
S00092320,S01007124,S02001342
S00092321,S01007123,S02001342
S00092322,S01007113,S02001340
S00092323,S01007109,S02001339
S00092324,S01007117,S02001340
S00092325,S01007031,S02001325
S00092326,S01007022,S02001323
S00092327,S01007013,S02001322
S00092328,S01007022,S02001323
S00092329,S01007022,S02001323
S00092330,S01007056,S02001330
S00092331,S01007047,S02001329
S00092332,S01006928,S02001307
S00092333,S01006927,S02001307
S00092334,S01006927,S02001307
S00092335,S01006926,S02001307
S00092336,S01006926,S02001307
S00092337,S01006927,S02001307
S00092338,S01006926,S02001307
S00092339,S01006927,S02001307
S00092340,S01006927,S02001307
S00092341,S01006927,S02001307
S00092342,S01007043,S02001328
S00092343,S01007043,S02001328
S00092344,S01006944,S02001310
S00092345,S01006943,S02001310
S00092346,S01006943,S02001310
S00092347,S01006944,S02001310
S00092348,S01006944,S02001310
S00092349,S01006943,S02001310
S00092350,S01006881,S02001301
S00092351,S01007005,S02001320
S00092352,S01006984,S02001316
S00092353,S01006982,S02001316
S00092354,S01006982,S02001316
S00092355,S01006979,S02001316
S00092356,S01006979,S02001316
S00092357,S01006980,S02001316
S00092358,S01006978,S02001316
S00092359,S01006978,S02001316
S00092360,S01006981,S02001316
S00092361,S01006983,S02001316
S00092362,S01007006,S02001320
S00092363,S01007008,S02001321
S00092364,S01007003,S02001320
S00092365,S01006997,S02001319
S00092366,S01007000,S02001319
S00092367,S01007000,S02001319
S00092368,S01006910,S02001305
S00092369,S01007047,S02001329
S00092370,S01006914,S02001305
S00092371,S01006919,S02001306
S00092372,S01006988,S02001317
S00092373,S01006988,S02001317
S00092374,S01006988,S02001317
S00092375,S01006992,S02001318
S00092376,S01006990,S02001317
S00092377,S01006990,S02001317
S00092378,S01006990,S02001317
S00092379,S01006988,S02001317
S00092380,S01006952,S02001312
S00092381,S01006952,S02001312
S00092382,S01006957,S02001312
S00092383,S01006957,S02001312
S00092384,S01007046,S02001329
S00092385,S01006956,S02001312
S00092386,S01006956,S02001312
S00092387,S01006954,S02001312
S00092388,S01006954,S02001312
S00092389,S01006956,S02001312
S00092390,S01006856,S02001296
S00092391,S01007108,S02001339
S00092392,S01006977,S02001315
S00092393,S01006977,S02001315
S00092394,S01006976,S02001315
S00092395,S01007061,S02001332
S00092396,S01007061,S02001332
S00092397,S01007055,S02001330
S00092398,S01006852,S02001295
S00092399,S01006852,S02001295
S00092400,S01006848,S02001295
S00092401,S01006853,S02001296
S00092402,S01006812,S02001289
S00092403,S01006836,S02001292
S00092404,S01006836,S02001292
S00092405,S01006836,S02001292
S00092406,S01006836,S02001292
S00092407,S01006834,S02001292
S00092408,S01006821,S02001290
S00092409,S01006819,S02001290
S00092410,S01007107,S02001339
S00092411,S01007107,S02001339
S00092412,S01006855,S02001296
S00092413,S01006855,S02001296
S00092414,S01006798,S02001286
S00092415,S01006873,S02001299
S00092416,S01006874,S02001299
S00092417,S01006797,S02001286
S00092418,S01006797,S02001286
S00092419,S01006807,S02001288
S00092420,S01006807,S02001288
S00092421,S01006817,S02001289
S00092422,S01006813,S02001289
S00092423,S01006810,S02001288
S00092424,S01006810,S02001288
S00092425,S01006875,S02001300
S00092426,S01006879,S02001300
S00092427,S01006793,S02001285
S00092428,S01006793,S02001285
S00092429,S01006809,S02001288
S00092430,S01006809,S02001288
S00092431,S01006805,S02001287
S00092432,S01006805,S02001287
S00092433,S01006813,S02001289
S00092434,S01006816,S02001289
S00092435,S01006816,S02001289
S00092436,S01007099,S02001338
S00092437,S01007099,S02001338
S00092438,S01006823,S02001291
S00092439,S01006825,S02001291
S00092440,S01006824,S02001291
S00092441,S01006826,S02001291
S00092442,S01007102,S02001338
S00092443,S01006839,S02001293
S00092444,S01006841,S02001293
S00092445,S01006841,S02001293
S00092446,S01006789,S02001285
S00092447,S01007069,S02001333
S00092448,S01006790,S02001285
S00092449,S01006868,S02001298
S00092450,S01006868,S02001298
S00092451,S01006803,S02001287
S00092452,S01006803,S02001287
S00092453,S01006824,S02001291
S00092454,S01006824,S02001291
S00092455,S01006837,S02001292
S00092456,S01006830,S02001292
S00092457,S01006843,S02001294
S00092458,S01006843,S02001294
S00092459,S01006844,S02001294
S00092460,S01006844,S02001294
S00092461,S01006937,S02001309
S00092462,S01006937,S02001309
S00092463,S01006906,S02001304
S00092464,S01006906,S02001304
S00092465,S01006901,S02001303
S00092466,S01006901,S02001303
S00092467,S01006967,S02001314
S00092468,S01006967,S02001314
S00092469,S01007118,S02001341
S00092470,S01007118,S02001341
S00092471,S01007120,S02001341
S00092472,S01007120,S02001341
S00092473,S01006847,S02001294
S00092474,S01006847,S02001294
S00092475,S01007078,S02001335
S00092476,S01007078,S02001335
S00092477,S01007117,S02001340
S00092478,S01007117,S02001340
S00092479,S01007028,S02001325
S00092480,S01007028,S02001325
S00092481,S01007024,S02001324
S00092482,S01007024,S02001324
S00092483,S01007024,S02001324
S00092484,S01007024,S02001324
S00092485,S01007023,S02001324
S00092486,S01007023,S02001324
S00092487,S01007029,S02001325
S00092488,S01007028,S02001325
S00092489,S01007043,S02001328
S00092490,S01007028,S02001325
S00092491,S01007099,S02001338
S00092492,S01007099,S02001338
S00092493,S01007099,S02001338
S00092494,S01007095,S02001338
S00092495,S01007100,S02001338
S00092496,S01007052,S02001330
S00092497,S01007052,S02001330
S00092498,S01007014,S02001322
S00092499,S01007015,S02001322
S00092500,S01007045,S02001328
S00092501,S01007045,S02001328
S00092502,S01006993,S02001318
S00092503,S01006993,S02001318
S00092504,S01007048,S02001329
S00092505,S01007048,S02001329
S00092506,S01006949,S02001311
S00092507,S01006949,S02001311
S00092508,S01006949,S02001311
S00092509,S01006948,S02001311
S00092510,S01006946,S02001311
S00092511,S01006946,S02001311
S00092512,S01006947,S02001311
S00092513,S01006934,S02001308
S00092514,S01006934,S02001308
S00092515,S01006886,S02001301
S00092516,S01006886,S02001301
S00092517,S01006880,S02001301
S00092518,S01006880,S02001301
S00092519,S01006880,S02001301
S00092520,S01006888,S02001301
S00092521,S01006888,S02001301
S00092522,S01006981,S02001316
S00092523,S01006981,S02001316
S00092524,S01006981,S02001316
S00092525,S01006972,S02001315
S00092526,S01006998,S02001319
S00092527,S01006998,S02001319
S00092528,S01006998,S02001319
S00092529,S01006998,S02001319
S00092530,S01006998,S02001319
S00092531,S01006999,S02001319
S00092532,S01007005,S02001320
S00092533,S01007005,S02001320
S00092534,S01006910,S02001305
S00092535,S01006886,S02001301
S00092536,S01006914,S02001305
S00092537,S01006912,S02001305
S00092538,S01006909,S02001305
S00092539,S01006909,S02001305
S00092540,S01006914,S02001305
S00092541,S01006914,S02001305
S00092542,S01006915,S02001305
S00092543,S01006915,S02001305
S00092544,S01006953,S02001312
S00092545,S01006953,S02001312
S00092546,S01006952,S02001312
S00092547,S01006857,S02001296
S00092548,S01006857,S02001296
S00092549,S01006977,S02001315
S00092550,S01006960,S02001313
S00092551,S01006961,S02001313
S00092552,S01006961,S02001313
S00092553,S01006960,S02001313
S00092554,S01006960,S02001313
S00092555,S01006961,S02001313
S00092556,S01006970,S02001314
S00092557,S01006961,S02001313
S00092558,S01006960,S02001313
S00092559,S01006961,S02001313
S00092560,S01006960,S02001313
S00092561,S01006806,S02001288
S00092562,S01006806,S02001288
S00092563,S01006811,S02001289
S00092564,S01006811,S02001289
S00092565,S01006812,S02001289
S00092566,S01006812,S02001289
S00092567,S01006834,S02001292
S00092568,S01006837,S02001292
S00092569,S01006837,S02001292
S00092570,S01006834,S02001292
S00092571,S01006822,S02001290
S00092572,S01006822,S02001290
S00092573,S01006821,S02001290
S00092574,S01006818,S02001290
S00092575,S01006818,S02001290
S00092576,S01006818,S02001290
S00092577,S01006798,S02001286
S00092578,S01006798,S02001286
S00092579,S01006798,S02001286
S00092580,S01006873,S02001299
S00092581,S01006873,S02001299
S00092582,S01006873,S02001299
S00092583,S01006873,S02001299
S00092584,S01006872,S02001299
S00092585,S01006808,S02001288
S00092586,S01006808,S02001288
S00092587,S01006805,S02001287
S00092588,S01006808,S02001288
S00092589,S01006793,S02001285
S00092590,S01006792,S02001285
S00092591,S01006792,S02001285
S00092592,S01006804,S02001287
S00092593,S01006804,S02001287
S00092594,S01006801,S02001287
S00092595,S01006801,S02001287
S00092596,S01006801,S02001287
S00092597,S01006813,S02001289
S00092598,S01006813,S02001289
S00092599,S01006813,S02001289
S00092600,S01006813,S02001289
S00092601,S01006814,S02001289
S00092602,S01006814,S02001289
S00092603,S01006814,S02001289
S00092604,S01006814,S02001289
S00092605,S01006816,S02001289
S00092606,S01006814,S02001289
S00092607,S01006816,S02001289
S00092608,S01006816,S02001289
S00092609,S01006825,S02001291
S00092610,S01006825,S02001291
S00092611,S01006823,S02001291
S00092612,S01006823,S02001291
S00092613,S01006824,S02001291
S00092614,S01006824,S02001291
S00092615,S01006830,S02001292
S00092616,S01006830,S02001292
S00092617,S01006830,S02001292
S00092618,S01006830,S02001292
S00092619,S01006826,S02001291
S00092620,S01006826,S02001291
S00092621,S01006838,S02001292
S00092622,S01006828,S02001291
S00092623,S01006823,S02001291
S00092624,S01006840,S02001293
S00092625,S01006840,S02001293
S00092626,S01006839,S02001293
S00092627,S01006839,S02001293
S00092628,S01006841,S02001293
S00092629,S01006841,S02001293
S00092630,S01006841,S02001293
S00092631,S01006841,S02001293
S00092632,S01006841,S02001293
S00092633,S01006790,S02001285
S00092634,S01006790,S02001285
S00092635,S01006868,S02001298
S00092636,S01006863,S02001297
S00092637,S01006861,S02001297
S00092638,S01006861,S02001297
S00092639,S01006861,S02001297
S00092640,S01006861,S02001297
S00092641,S01006863,S02001297
S00092642,S01006862,S02001297
S00092643,S01006862,S02001297
S00092644,S01006860,S02001297
S00092645,S01006860,S02001297
S00092646,S01006859,S02001297
S00092647,S01006859,S02001297
S00092648,S01006859,S02001297
S00092649,S01006859,S02001297
S00092650,S01006859,S02001297
S00092651,S01006859,S02001297
S00092652,S01006842,S02001294
S00092653,S01006844,S02001294
S00092654,S01006842,S02001294
S00092655,S01006842,S02001294
S00092656,S01006842,S02001294
S00092657,S01006851,S02001295
S00092658,S01006842,S02001294
S00092659,S01006842,S02001294
S00092660,S01006842,S02001294
S00092661,S01006850,S02001295
S00092662,S01006850,S02001295
S00092663,S01006850,S02001295
S00092664,S01006795,S02001286
S00092665,S01006795,S02001286
S00092666,S01006794,S02001286
S00092667,S01006794,S02001286
S00092668,S01006799,S02001286
S00092669,S01006799,S02001286
S00092670,S01006799,S02001286
S00092671,S01006799,S02001286
S00092672,S01006854,S02001296
S00092673,S01006854,S02001296
S00092674,S01006854,S02001296
S00092675,S01006854,S02001296
S00092676,S01006871,S02001299
S00092677,S01006871,S02001299
S00092678,S01006871,S02001299
S00092679,S01006875,S02001300
S00092680,S01006875,S02001300
S00092681,S01006875,S02001300
S00092682,S01006875,S02001300
S00092683,S01006930,S02001308
S00092684,S01006930,S02001308
S00092685,S01006942,S02001310
S00092686,S01006938,S02001309
S00092687,S01006938,S02001309
S00092688,S01006942,S02001310
S00092689,S01006942,S02001310
S00092690,S01006942,S02001310
S00092691,S01006942,S02001310
S00092692,S01006925,S02001307
S00092693,S01006928,S02001307
S00092694,S01006928,S02001307
S00092695,S01006928,S02001307
S00092696,S01006926,S02001307
S00092697,S01006926,S02001307
S00092698,S01006918,S02001306
S00092699,S01006916,S02001306
S00092700,S01006919,S02001306
S00092701,S01006919,S02001306
S00092702,S01006954,S02001312
S00092703,S01006954,S02001312
S00092704,S01006884,S02001301
S00092705,S01006883,S02001301
S00092706,S01006884,S02001301
S00092707,S01006883,S02001301
S00092708,S01006883,S02001301
S00092709,S01006882,S02001301
S00092710,S01006885,S02001301
S00092711,S01006890,S02001302
S00092712,S01006890,S02001302
S00092713,S01006890,S02001302
S00092714,S01006890,S02001302
S00092715,S01006890,S02001302
S00092716,S01006893,S02001302
S00092717,S01006893,S02001302
S00092718,S01006892,S02001302
S00092719,S01006891,S02001302
S00092720,S01006955,S02001312
S00092721,S01006955,S02001312
S00092722,S01006955,S02001312
S00092723,S01006955,S02001312
S00092724,S01006904,S02001304
S00092725,S01006904,S02001304
S00092726,S01006905,S02001304
S00092727,S01006905,S02001304
S00092728,S01006904,S02001304
S00092729,S01006904,S02001304
S00092730,S01006904,S02001304
S00092731,S01006902,S02001304
S00092732,S01006906,S02001304
S00092733,S01006894,S02001303
S00092734,S01006902,S02001304
S00092735,S01006902,S02001304
S00092736,S01006908,S02001304
S00092737,S01006908,S02001304
S00092738,S01006908,S02001304
S00092739,S01006895,S02001303
S00092740,S01006895,S02001303
S00092741,S01006895,S02001303
S00092742,S01006895,S02001303
S00092743,S01006895,S02001303
S00092744,S01006897,S02001303
S00092745,S01006900,S02001303
S00092746,S01006900,S02001303
S00092747,S01006900,S02001303
S00092748,S01006901,S02001303
S00092749,S01006900,S02001303
S00092750,S01006901,S02001303
S00092751,S01006899,S02001303
S00092752,S01006899,S02001303
S00092753,S01006899,S02001303
S00092754,S01006899,S02001303
S00092755,S01006898,S02001303
S00092756,S01006896,S02001303
S00092757,S01006897,S02001303
S00092758,S01006948,S02001311
S00092759,S01006951,S02001311
S00092760,S01006948,S02001311
S00092761,S01006948,S02001311
S00092762,S01006947,S02001311
S00092763,S01006947,S02001311
S00092764,S01006946,S02001311
S00092765,S01006946,S02001311
S00092766,S01006947,S02001311
S00092767,S01006947,S02001311
S00092768,S01006947,S02001311
S00092769,S01006974,S02001315
S00092770,S01006974,S02001315
S00092771,S01006974,S02001315
S00092772,S01006985,S02001317
S00092773,S01006985,S02001317
S00092774,S01006985,S02001317
S00092775,S01006985,S02001317
S00092776,S01006986,S02001317
S00092777,S01006986,S02001317
S00092778,S01006986,S02001317
S00092779,S01006986,S02001317
S00092780,S01006983,S02001316
S00092781,S01006983,S02001316
S00092782,S01006983,S02001316
S00092783,S01006982,S02001316
S00092784,S01006983,S02001316
S00092785,S01007000,S02001319
S00092786,S01007000,S02001319
S00092787,S01007001,S02001319
S00092788,S01006964,S02001313
S00092789,S01006964,S02001313
S00092790,S01006965,S02001314
S00092791,S01006965,S02001314
S00092792,S01006964,S02001313
S00092793,S01006964,S02001313
S00092794,S01006962,S02001313
S00092795,S01006962,S02001313
S00092796,S01006963,S02001313
S00092797,S01006962,S02001313
S00092798,S01006959,S02001313
S00092799,S01006959,S02001313
S00092800,S01006959,S02001313
S00092801,S01006959,S02001313
S00092802,S01006971,S02001314
S00092803,S01006971,S02001314
S00092804,S01006969,S02001314
S00092805,S01006967,S02001314
S00092806,S01006967,S02001314
S00092807,S01006980,S02001316
S00092808,S01006979,S02001316
S00092809,S01006979,S02001316
S00092810,S01006979,S02001316
S00092811,S01006979,S02001316
S00092812,S01006996,S02001318
S00092813,S01006996,S02001318
S00092814,S01006996,S02001318
S00092815,S01006996,S02001318
S00092816,S01006996,S02001318
S00092817,S01007067,S02001333
S00092818,S01007067,S02001333
S00092819,S01006991,S02001318
S00092820,S01006991,S02001318
S00092821,S01007071,S02001333
S00092822,S01007071,S02001333
S00092823,S01007071,S02001333
S00092824,S01007071,S02001333
S00092825,S01007071,S02001333
S00092826,S01007070,S02001333
S00092827,S01007070,S02001333
S00092828,S01007075,S02001334
S00092829,S01007077,S02001334
S00092830,S01007093,S02001337
S00092831,S01007093,S02001337
S00092832,S01007075,S02001334
S00092833,S01007078,S02001335
S00092834,S01007074,S02001334
S00092835,S01007074,S02001334
